"Como deve ser a limpeza do segmento amputado?",AMPUTAÇÕES TRAUMÁTICAS
"Como deve ser a proteção do segmento amputado?",AMPUTAÇÕES TRAUMÁTICAS
"Em caso de amputações traumáticas qual é o primeiro procedimento que deve ser executado?",AMPUTAÇÕES TRAUMÁTICAS
"O que é segmento amputado?",AMPUTAÇÕES TRAUMÁTICAS
"O que são amputações traumáticas?",AMPUTAÇÕES TRAUMÁTICAS
"Posso guardar o segmento amputado diretamente no gelo?",AMPUTAÇÕES TRAUMÁTICAS
"Posso imergir o segmento amputado em água?",AMPUTAÇÕES TRAUMÁTICAS
"Qual é o maior risco de uma vítima de amputação traumática?",AMPUTAÇÕES TRAUMÁTICAS
"Como é a Pressão Arterial sistólica em casos de choque?",CHOQUE
"Como é a respiração de um paciente em choque?",CHOQUE
"Em adultos com idade superior a 40 anos qual a causa mais frequente de choque?",CHOQUE
"O que caracteriza o pulso de um paciente em choque?",CHOQUE
"O que é choque?",CHOQUE
"O que é sepse?",CHOQUE
"Qual a causa mais comum de choque?",CHOQUE
"Qual a quantidade de sangue perdido minima que pode causar choque?",CHOQUE
"Queimaduras podem causar estado de choque?",CHOQUE
"Como se classifica a hemorragia de acordo com a profundidade?",CLASSIFICAÇÃO DAS HEMORRAGIAS
"O que é a velocidade de hemorragia?",CLASSIFICAÇÃO DAS HEMORRAGIAS
"O que é hemorragia arterial?",CLASSIFICAÇÃO DAS HEMORRAGIAS
"O que é hemorragia capilar?",CLASSIFICAÇÃO DAS HEMORRAGIAS
"O que é hemorragia externa?",CLASSIFICAÇÃO DAS HEMORRAGIAS
"O que é hemorragia interna?",CLASSIFICAÇÃO DAS HEMORRAGIAS
"O que é hemorragia venosa?",CLASSIFICAÇÃO DAS HEMORRAGIAS
"O que significa uma hemorragia de coloração escura?",CLASSIFICAÇÃO DAS HEMORRAGIAS
"O que significa uma hemorragia de coloração vermelho-vivo?",CLASSIFICAÇÃO DAS HEMORRAGIAS
"Como dever ser feita a colocação da segunda compressa no caso da primeira estar encharcada de  sangue?",CONDUTA PRÉ-HOSPITALAR
"Como deve ser a manipulação da vítima em uma conduta pré-hospitalar?",CONDUTA PRÉ-HOSPITALAR
"Como deve ser feita a primeira compressa no caso de uma conduta pré-hospitalar?",CONDUTA PRÉ-HOSPITALAR
"Em uma conduta pré-hospitalar o que deve ser feito em caso de persistência de hemorragia?",CONDUTA PRÉ-HOSPITALAR
"Quais são as etapas de uma conduta pré-hospitalar?",CONDUTA PRÉ-HOSPITALAR
"Quais são os principais pontos arteriais?",CONDUTA PRÉ-HOSPITALAR
"Quais tipos de fraturas não devem ser imobilizadas em uma conduta pré-hospitalar?",CONDUTA PRÉ-HOSPITALAR
"Qual o primeiro exame que deve ser feito em uma conduta pré-hospitalar?",CONDUTA PRÉ-HOSPITALAR
"Como deve ser acomodada a vítima em caso de infarto?",CONDUTAS DE SUPORTE BÁSICO DE VIDA NO CHOQUE
"Em caso de choque como deve ser posicionada a vítima?",CONDUTAS DE SUPORTE BÁSICO DE VIDA NO CHOQUE
"Em caso de grandes hemorragias externas quais fraturas devem ser imobilizadas?",CONDUTAS DE SUPORTE BÁSICO DE VIDA NO CHOQUE
"É permitido aquecer o paciente que sofreu choque?",CONDUTAS DE SUPORTE BÁSICO DE VIDA NO CHOQUE
"O que não se deve fazer com vítimas que sofreram choque?",CONDUTAS DE SUPORTE BÁSICO DE VIDA NO CHOQUE
"Qual a quantidade de Oxigênio deve ser administrado em caso de choque?",CONDUTAS DE SUPORTE BÁSICO DE VIDA NO CHOQUE
"Como o corpo pode limitar a hemorragia?",CONSEQÜÊNCIAS DA HEMORRAGIA
"Como se calcula o volume médio de sangue corporal?",CONSEQÜÊNCIAS DA HEMORRAGIA
"O que é hemorragia?",CONSEQÜÊNCIAS DA HEMORRAGIA
"O que é Hemostasia?",CONSEQÜÊNCIAS DA HEMORRAGIA
"O que é vasoconstricção?",CONSEQÜÊNCIAS DA HEMORRAGIA
"O que são fatores da coagulação?",CONSEQÜÊNCIAS DA HEMORRAGIA
"O que são plaquetas?",CONSEQÜÊNCIAS DA HEMORRAGIA
"Qual a corelação entre peso idade e volume de sangue?",CONSEQÜÊNCIAS DA HEMORRAGIA
"Qual o volume de sangue corporal de uma criança?",CONSEQÜÊNCIAS DA HEMORRAGIA
"Qual o volume de sangue corporal de um adulto?",CONSEQÜÊNCIAS DA HEMORRAGIA
"Como remover objetos de empalamento?",EMPALAMENTO
"Como transportar uma pessoa que sofreu empalamento?",EMPALAMENTO
"O que é empalamento?",EMPALAMENTO
"Posso quebrar o objeto que causou o empalamento?",EMPALAMENTO
"Qual a primeira ação que se deve ser fazer em caso de empalamento?",EMPALAMENTO
"Como é o sangramento em uma escoriação?",ESCORIAÇÕES - LESÕES CORTO-CONTUSAS - LACERAÇÕES
"Em caso de lacerações como deve ser feito o controle do sangramento?",ESCORIAÇÕES - LESÕES CORTO-CONTUSAS - LACERAÇÕES
"O que são Escoriações?",ESCORIAÇÕES - LESÕES CORTO-CONTUSAS - LACERAÇÕES
"O que são Lacerações?",ESCORIAÇÕES - LESÕES CORTO-CONTUSAS - LACERAÇÕES
"O que são Lesões corto-contusas?",ESCORIAÇÕES - LESÕES CORTO-CONTUSAS - LACERAÇÕES
"Porque em alguns casos a limpeza da pele não é feita no local do acidente?",ESCORIAÇÕES - LESÕES CORTO-CONTUSAS - LACERAÇÕES
"Qual o grau de risco para o paciente que sofreu uma escoriação?
",ESCORIAÇÕES - LESÕES CORTO-CONTUSAS - LACERAÇÕES
"Qual o tipo de sangramento de Lacerações?",ESCORIAÇÕES - LESÕES CORTO-CONTUSAS - LACERAÇÕES
"Que tipo de danos Lesões corto-contusas podem apresentar?",ESCORIAÇÕES - LESÕES CORTO-CONTUSAS - LACERAÇÕES
"Como é o dano tecidual de um acidente com esmagamento?",ESMAGAMENTO
"Em caso de esmagamento em ambiente industrial o que fazer caso a máquina não permita a desmontagem?",ESMAGAMENTO
"O que significa dano tecidual extenso?",ESMAGAMENTO
"Quais os tipos de ferimentos que podem ser encontrados em um acidente de esmagamento?",ESMAGAMENTO
"Quais são os ambientes mais propícios que podem ocorrer esmagamentos?",ESMAGAMENTO
"Quais são os locais de maior comprometimento com a vida em caso de esmagamento?",ESMAGAMENTO
"Qual a primeira providência que deve se tomar com relação a acidente com esmagamento no ambiente industrial?",ESMAGAMENTO
"O que caracteriza uma ferida aberta?",FERIDAS
"O que caracteriza uma ferida fechada?",FERIDAS
"O que é edema?",FERIDAS
"O que é equimose?",FERIDAS
"O que é hematoma?",FERIDAS
"O que são contusões?",FERIDAS
"O que são feridas?",FERIDAS
"Quais os tipos de ferimento?",FERIDAS
"A lesão na coluna cervical pode se reflexo de que tipo de queda?",QUEDAS
"Em uma vítima de queda o que deve ser analisado em primeiro lugar?",QUEDAS
"É possível que uma vítima de queda tenha mais de um tipo de lesão?",QUEDAS
"Quais são os primeiros fatores que devem ser avaliados em caso de quedas?",QUEDAS
"Quais são os três fatores a serem avaliados em caso de queda?",QUEDAS
"Qual o tipo de lesão decorrente de uma queda em pé?",QUEDAS
"Como um leigo pode estimar uma hemorragia?",RECONHECIMENTO DAS HEMORRAGIAS
"O que se deve observar em caso de hemorragia interna?",RECONHECIMENTO DAS HEMORRAGIAS
"O que tipo de hemorragia pacientes com lesões internas apresentam?",RECONHECIMENTO DAS HEMORRAGIAS
"Quais os tipo de fraturas podem causar hemorragia interna?",RECONHECIMENTO DAS HEMORRAGIAS
"Quais são os locais mais frequentes de hemorragia interna?",RECONHECIMENTO DAS HEMORRAGIAS
"Que tipo de hemorragia pacientes vítimas de choque podem apresentar?",RECONHECIMENTO DAS HEMORRAGIAS
